ANON_ID,Run_year,Sample_date,Nitrate as N_mean,"Nitrogen, Total Oxidised as N_mean"
D16_2022,2022.0,2022-04-12,2.8875,2.9000000000000004
C58_2022,2022.0,2022-03-30,0.4856666666666666,0.4866666666666666
C45_2022,2022.0,2022-03-28,3.0,3.0
F48_2022,2022.0,2022-04-13,1.4166666666666667,1.4333333333333331
F31_2022,2022.0,2022-04-06,2.59,2.6
F15_2022,2022.0,2022-03-24,10.86,10.866666666666667
F3_2022,2022.0,2022-03-23,0.5213333333333333,0.5233333333333333
E48_2022,2022.0,2022-04-13,1.4633333333333332,1.4666666666666668
E21_2022,2022.0,2022-03-22,5.66,5.7
E12_2022,2022.0,2022-03-21,10.32,10.333333333333334
E1_2022,2022.0,2022-03-18,2.8200000000000003,2.833333333333333
D37_2022,2022.0,2022-04-11,3.585,3.65
D11_2022,2022.0,2022-04-12,7.3675,7.4
C52_2022,2022.0,2022-03-29,4.1,4.1
C44_2022,2022.0,2022-03-28,0.7923333333333332,0.7933333333333333
F43_2022,2022.0,2022-04-14,7.9225,7.95
F27_2022,2022.0,2022-03-25,0.6243333333333333,0.6266666666666667
F14_2022,2022.0,2022-03-24,5.3,5.333333333333333
F2_2022,2022.0,2022-03-23,4.8566666666666665,4.866666666666667
E46_2022,2022.0,2022-04-21,0.1986666666666666,0.1996666666666666
E20_2022,2022.0,2022-03-22,5.21,5.266666666666667
E11_2022,2022.0,2022-03-21,13.666666666666666,13.666666666666666
D62_2022,2022.0,2022-04-11,6.425,6.425
D33_2022,2022.0,2022-04-11,1.5499999999999998,1.5499999999999998
D10_2022,2022.0,2022-04-12,0.3123333333333333,0.3133333333333333
C51_2022,2022.0,2022-03-29,1.2443333333333333,1.2533333333333334
C43_2022,2022.0,2022-03-28,0.0423333333333333,0.0433333333333333
F42_2022,2022.0,2022-04-14,6.8100000000000005,6.825
F26_2022,2022.0,2022-03-25,0.359,0.36
F13_2022,2022.0,2022-03-24,2.9166666666666665,2.9333333333333336
F1_2022,2022.0,2022-03-23,8.463333333333333,8.5
E39_2022,2022.0,2022-03-22,5.24,5.25
E19_2022,2022.0,2022-03-22,0.1723333333333333,0.1733333333333333
E10_2022,2022.0,2022-03-21,9.056666666666665,9.066666666666666
D60_2022,2022.0,2022-04-08,0.2589999999999999,0.2599999999999999
D32_2022,2022.0,2022-04-11,6.05,6.066666666666667
D9_2022,2022.0,2022-04-12,0.9845,0.9875
C50_2022,2022.0,2022-03-29,1.9566666666666663,1.9666666666666668
C42_2022,2022.0,2022-03-28,0.9933333333333332,0.9966666666666668
F41_2022,2022.0,2022-04-05,7.516666666666667,7.533333333333334
F24_2022,2022.0,2022-03-25,0.4056666666666667,0.4066666666666667
F12_2022,2022.0,2022-04-07,2.065,2.075
E66_2022,2022.0,2022-04-20,2.14,2.15
E35_2022,2022.0,2022-03-22,0.031,0.032
E18_2022,2022.0,2022-03-22,6.116666666666666,6.133333333333333
E9_2022,2022.0,2022-03-21,2.64,2.6666666666666665
D56_2022,2022.0,2022-04-11,4.3566666666666665,4.366666666666667
D31_2022,2022.0,2022-04-11,3.5375,3.55
C65_2022,2022.0,2022-04-27,12.073333333333332,12.1
C49_2022,2022.0,2022-03-29,0.104,0.105
C41_2022,2022.0,2022-03-29,0.975,0.9866666666666664
C16_2022,2022.0,2022-04-14,1.965,2.0
B63_2022,2022.0,2022-03-15,0.139,0.14
B53_2022,2022.0,2022-03-11,4.666666666666667,4.666666666666667
B43_2022,2022.0,2022-03-09,6.276666666666666,6.3
B29_2022,2022.0,2022-03-18,2.5900000000000003,2.6
B17_2022,2022.0,2022-03-17,1.6166666666666665,1.6333333333333335
B8_2022,2022.0,2022-03-17,1.2926666666666666,1.2933333333333332
A62_2022,2022.0,2022-03-30,1.8333333333333333,1.8333333333333333
A54_2022,2022.0,2022-03-31,16.799999999999997,17.0
A43_2022,2022.0,2022-03-31,7.210000000000001,7.233333333333333
A28_2022,2022.0,2022-04-05,2.9475,2.95
C40_2022,2022.0,2022-03-28,1.119,1.12
C15_2022,2022.0,2022-04-14,1.098,1.1
B62_2022,2022.0,2022-03-15,5.436666666666667,5.466666666666666
B52_2022,2022.0,2022-03-11,0.9686666666666668,0.97
B38_2022,2022.0,2022-03-07,3.1,3.1
B28_2022,2022.0,2022-03-18,3.78,3.8
B16_2022,2022.0,2022-03-17,7.66,7.733333333333333
B7_2022,2022.0,2022-03-17,7.66,7.733333333333334
A61_2022,2022.0,2022-03-29,10.44,10.5
A53_2022,2022.0,2022-03-31,0.6676666666666667,0.6699999999999999
A42_2022,2022.0,2022-03-31,4.39,4.4
A26_2022,2022.0,2022-04-05,1.9425,1.95
C39_2022,2022.0,2022-03-28,0.2653333333333333,0.2666666666666666
C7_2022,2022.0,2022-04-19,5.32,5.366666666666667
B60_2022,2022.0,2022-03-15,0.4256666666666667,0.4266666666666667
B51_2022,2022.0,2022-03-10,2.223333333333333,2.2333333333333334
B35_2022,2022.0,2022-03-07,0.626,0.63
B27_2022,2022.0,2022-03-14,0.596,0.6
B15_2022,2022.0,2022-03-17,7.489999999999999,7.566666666666667
B6_2022,2022.0,2022-03-17,0.9556666666666668,0.9566666666666668
A60_2022,2022.0,2022-03-31,5.1066666666666665,5.133333333333334
A51_2022,2022.0,2022-03-31,6.233333333333333,6.266666666666667
A41_2022,2022.0,2022-03-31,3.7566666666666655,3.766666666666667
A24_2022,2022.0,2022-04-05,0.2314999999999999,0.2324999999999999
C33_2022,2022.0,2022-04-19,5.346,5.403333333333333
C4_2022,2022.0,2022-04-14,1.229666666666667,1.23
B59_2022,2022.0,2022-03-15,1.219,1.25
B50_2022,2022.0,2022-03-10,8.706666666666667,8.833333333333334
B34_2022,2022.0,2022-03-03,9.233333333333334,9.233333333333334
B25_2022,2022.0,2022-03-16,0.6209999999999999,0.6220000000000001
B14_2022,2022.0,2022-03-16,6.576666666666667,6.599999999999999
B5_2022,2022.0,2022-03-17,2.793333333333333,2.8000000000000003
A59_2022,2022.0,2022-03-31,2.4633333333333334,2.466666666666667
A50_2022,2022.0,2022-03-31,4.363333333333332,4.366666666666666
A39_2022,2022.0,2022-04-01,1.965,1.975
A21_2022,2022.0,2022-04-05,7.1675,7.2
C27_2022,2022.0,2022-04-14,13.666666666666666,13.666666666666666
C1_2022,2022.0,2022-04-12,3.18,3.2
B58_2022,2022.0,2022-03-14,11.283333333333331,11.3
B49_2022,2022.0,2022-03-10,4.723333333333334,4.733333333333333
B33_2022,2022.0,2022-03-18,1.2,1.2
B23_2022,2022.0,2022-03-15,6.286666666666666,6.3
B13_2022,2022.0,2022-03-16,8.016666666666666,8.066666666666666
B3_2022,2022.0,2022-03-17,4.126666666666666,4.133333333333333
A58_2022,2022.0,2022-03-31,3.29,3.3
A48_2022,2022.0,2022-03-31,4.796666666666667,4.833333333333333
A36_2022,2022.0,2022-04-01,3.4875000000000003,3.5
A17_2022,2022.0,2022-04-04,5.895,5.925
C25_2022,2022.0,2022-04-14,13.0,13.0
B66_2022,2022.0,2022-03-18,3.7,3.7
B57_2022,2022.0,2022-03-14,0.9523333333333334,0.9533333333333333
B48_2022,2022.0,2022-03-10,5.72,5.766666666666666
B32_2022,2022.0,2022-03-18,4.553333333333334,4.566666666666666
B22_2022,2022.0,2022-03-16,3.89,3.9
B12_2022,2022.0,2022-03-16,1.923333333333333,1.9333333333333331
B1_2022,2022.0,2022-03-17,12.333333333333334,12.333333333333334
A57_2022,2022.0,2022-03-31,1.21,1.2333333333333334
A47_2022,2022.0,2022-03-31,3.936666666666667,3.966666666666667
A33_2022,2022.0,2022-04-01,3.9375,3.975
A15_2022,2022.0,2022-04-04,1.08225,1.0825
C19_2022,2022.0,2022-04-14,4.260000000000001,4.3
B65_2022,2022.0,2022-03-15,2.48,2.533333333333333
B55_2022,2022.0,2022-03-11,1.5533333333333337,1.5666666666666669
B47_2022,2022.0,2022-03-10,8.219999999999999,8.233333333333333
B31_2022,2022.0,2022-03-18,2.05,2.066666666666667
B21_2022,2022.0,2022-03-16,7.966666666666668,8.033333333333333
B11_2022,2022.0,2022-03-17,3.1,3.1
A65_2022,2022.0,2022-03-29,11.666666666666666,11.666666666666666
A56_2022,2022.0,2022-03-31,0.4216666666666667,0.4233333333333333
A45_2022,2022.0,2022-03-31,6.0633333333333335,6.1000000000000005
A32_2022,2022.0,2022-04-05,3.6875,3.7
A12_2022,2022.0,2022-04-04,6.19,6.2
C18_2022,2022.0,2022-04-14,0.714,0.7200000000000001
B64_2022,2022.0,2022-03-15,0.159,0.16
B54_2022,2022.0,2022-03-11,6.59,6.6000000000000005
B45_2022,2022.0,2022-03-11,2.47,2.5000000000000004
B30_2022,2022.0,2022-03-18,1.9333333333333331,1.9333333333333331
B20_2022,2022.0,2022-03-16,0.8926666666666666,0.8966666666666666
B9_2022,2022.0,2022-03-17,9.08,9.1
A64_2022,2022.0,2022-03-30,2.6566666666666667,2.6666666666666665
A55_2022,2022.0,2022-03-31,1.6566666666666665,1.6666666666666667
A44_2022,2022.0,2022-03-31,11.293333333333331,11.333333333333334
A30_2022,2022.0,2022-04-05,3.175,3.175
A10_2022,2022.0,2022-04-04,0.5790000000000001,0.58
X17_2021,2021.0,2021-05-18,1.2765,1.29
X4_2021,2021.0,2021-05-26,5.666666666666667,5.733333333333334
U44_2021,2021.0,2021-05-17,5.23,5.233333333333333
U33_2021,2021.0,2021-05-13,9.42,9.433333333333332
T66_2021,2021.0,2021-10-28,5.403,5.4945543492829385
T52_2021,2021.0,2021-05-12,3.37,3.4
T24_2021,2021.0,2021-09-21,3.2566666666666664,3.266666666666667
T13_2021,2021.0,2021-09-20,0.4493799758745476,0.5009157619622033
S66_2021,2021.0,2021-10-27,0.4905333333333333,0.5093333333333333
S41_2021,2021.0,2021-10-26,7.88,7.933333333333334
S23_2021,2021.0,2021-04-29,5.7475,5.775
A9_2022,2022.0,2022-04-04,0.396,0.4
X16_2021,2021.0,2021-05-18,7.215,7.25
X3_2021,2021.0,2021-05-26,7.640000000000001,7.699999999999999
U43_2021,2021.0,2021-05-14,4.739999999999999,4.800000000000001
U26_2021,2021.0,2021-05-07,6.3025,6.324999999999999
T65_2021,2021.0,2021-05-11,0.302,0.3033333333333333
T50_2021,2021.0,2021-10-26,0.9855,1.0
T22_2021,2021.0,2021-09-21,7.41,7.566666666666666
T12_2021,2021.0,2021-09-20,0.4889999999999999,0.49
S60_2021,2021.0,2021-10-28,0.977,0.9925
S40_2021,2021.0,2021-10-26,3.759,3.815775365232542
S20_2021,2021.0,2021-04-29,13.333333333333334,13.333333333333334
A6_2022,2022.0,2022-04-04,1.48,1.5
X15_2021,2021.0,2021-05-18,6.323333333333333,6.4
X1_2021,2021.0,2021-05-26,11.566666666666668,11.666666666666666
U40_2021,2021.0,2021-05-17,5.52,5.6
U24_2021,2021.0,2021-05-07,2.0900000000000003,2.1
T62_2021,2021.0,2021-05-11,3.075,3.1
T49_2021,2021.0,2021-05-12,4.426666666666667,4.433333333333333
T21_2021,2021.0,2021-09-21,1.034333333333333,1.0533333333333337
T10_2021,2021.0,2021-09-20,3.0933333333333333,3.1
S53_2021,2021.0,2021-10-27,,
S36_2021,2021.0,2021-04-29,0.2465,0.2475
S19_2021,2021.0,2021-04-30,5.290000000000001,5.300000000000001
A5_2022,2022.0,2022-04-04,3.7,3.7
X12_2021,2021.0,2021-05-19,8.023333333333333,8.033333333333333
U65_2021,2021.0,2021-05-25,8.626666666666667,8.633333333333333
U39_2021,2021.0,2021-05-14,2.6375,2.65
U20_2021,2021.0,2021-03-22,7.593333333333334,7.633333333333333
T61_2021,2021.0,2021-05-11,0.9105,0.925
T48_2021,2021.0,2021-05-13,9.485,9.6
T20_2021,2021.0,2021-09-21,7.510000000000001,7.599999999999999
T9_2021,2021.0,2021-09-20,2.3,2.3
S52_2021,2021.0,2021-10-25,4.98025,5.08
S35_2021,2021.0,2021-04-29,5.19,5.2
S5_2021,2021.0,2021-04-29,6.9575,6.999999999999999
A3_2022,2022.0,2022-04-04,10.4075,10.45
X10_2021,2021.0,2021-05-19,8.7,8.775
U55_2021,2021.0,2021-05-20,4.875,4.9
U37_2021,2021.0,2021-05-14,5.6525,5.675
U16_2021,2021.0,2021-05-04,2.513333333333333,2.533333333333333
T60_2021,2021.0,2021-05-13,9.073333333333332,9.133333333333333
T47_2021,2021.0,2021-05-13,3.8825,3.9
T19_2021,2021.0,2021-09-21,0.218,0.22
T7_2021,2021.0,2021-09-20,3.955,4.0
S50_2021,2021.0,2021-10-27,7.17,7.199999999999999
S34_2021,2021.0,2021-04-29,,
S1_2021,2021.0,2021-04-30,9.96,10.0
X24_2021,2021.0,2021-05-27,3.5666666666666664,3.6
X8_2021,2021.0,2021-05-19,5.300000000000001,5.9
U51_2021,2021.0,2021-05-20,11.4525,11.5
U36_2021,2021.0,2021-05-14,0.505,0.51
U13_2021,2021.0,2021-05-04,2.655,2.675
T59_2021,2021.0,2021-05-12,1.65,1.65
T46_2021,2021.0,2021-05-13,4.79,4.85
T18_2021,2021.0,2021-09-21,6.9575,7.0
T6_2021,2021.0,2021-09-20,1.42,1.4333333333333336
S47_2021,2021.0,2021-10-27,2.6630000000000003,2.6666666666666665
S27_2021,2021.0,2021-04-29,0.119,0.12
R60_2021,2021.0,2021-05-11,2.635,2.6499999999999995
X19_2021,2021.0,2021-05-27,6.386666666666667,6.400000000000001
X7_2021,2021.0,2021-05-19,8.49,8.5
U47_2021,2021.0,2021-05-17,3.52,3.6
U35_2021,2021.0,2021-05-14,1.825,1.85
U12_2021,2021.0,2021-05-04,0.7576666666666667,0.7666666666666667
T57_2021,2021.0,2021-05-11,4.456666666666667,4.466666666666666
T45_2021,2021.0,2021-05-13,9.73,9.8
T16_2021,2021.0,2021-09-21,0.843,0.8466666666666667
T3_2021,2021.0,2021-09-20,0.261,0.265
S43_2021,2021.0,2021-10-27,2.553333333333333,2.5666666666666664
S25_2021,2021.0,2021-04-30,0.0906757443718228,0.0916776752322354
R59_2021,2021.0,2021-05-12,6.989999999999999,7.033333333333334
X18_2021,2021.0,2021-05-27,6.07,6.1000000000000005
X6_2021,2021.0,2021-05-19,14.0,14.0
U45_2021,2021.0,2021-05-17,12.5,12.5
U34_2021,2021.0,2021-05-13,8.453333333333333,8.466666666666667
U11_2021,2021.0,2021-05-04,1.1,1.1
T54_2021,2021.0,2021-05-13,7.4225,7.425
T30_2021,2021.0,2021-09-21,6.376666666666666,6.433333333333334
T14_2021,2021.0,2021-09-20,1.4385,1.465
T2_2021,2021.0,2021-09-20,0.0304333333333333,0.032
S42_2021,2021.0,2021-10-26,1.9366666666666668,2.0
S24_2021,2021.0,2021-04-28,7.956666666666667,7.966666666666666
R53_2021,2021.0,2021-05-10,5.83,5.8500000000000005
R38_2021,2021.0,2021-11-25,16.566666666666666,16.666666666666668
R19_2021,2021.0,2021-03-24,4.09,4.1
R8_2021,2021.0,2021-03-30,1.0796666666666666,1.0799999999999998
Q63_2021,2021.0,2021-11-08,1.237,1.261831523924407
Q41_2021,2021.0,2021-11-10,0.0562499999999999,0.0572499999999999
Q25_2021,2021.0,2021-05-06,4.133333333333333,4.133333333333333
P59_2021,2021.0,2021-09-22,4.563333333333333,4.6000000000000005
P44_2021,2021.0,2021-09-23,2.4266666666666663,2.4333333333333336
P20_2021,2021.0,2021-11-17,0.974,0.9766666666666666
P5_2021,2021.0,2021-09-21,3.5975,3.6
O30_2021,2021.0,2021-04-27,3.9675,4.025
R49_2021,2021.0,2021-11-30,7.760000000000001,8.166666666666666
R31_2021,2021.0,2021-11-24,4.853333333333334,4.866666666666667
R18_2021,2021.0,2021-09-21,1.0006666666666668,1.0033333333333334
R7_2021,2021.0,2021-03-29,2.5,2.5
Q56_2021,2021.0,2021-11-08,0.2875666666666666,0.315
Q40_2021,2021.0,2021-11-09,0.519,0.52
Q23_2021,2021.0,2021-05-05,6.664999999999999,6.675
P58_2021,2021.0,2021-09-22,0.0602999999999999,0.0616666666666666
P38_2021,2021.0,2021-09-23,0.09975,0.10075
P19_2021,2021.0,2021-11-16,0.092,0.093
P4_2021,2021.0,2021-11-12,7.346666666666667,7.366666666666667
O17_2021,2021.0,2021-04-27,0.148,0.15
R47_2021,2021.0,2021-11-29,2.79,2.8
R29_2021,2021.0,2021-11-23,0.129,0.13
R6_2021,2021.0,2021-03-30,1.585,1.6
Q52_2021,2021.0,2021-11-08,7.41,7.5
Q36_2021,2021.0,2021-05-10,2.8025,2.85
Q22_2021,2021.0,2021-05-06,0.3047599517490952,0.3177472858866101
P56_2021,2021.0,2021-09-22,0.0765,0.0775
P37_2021,2021.0,2021-09-23,3.775,3.775
P18_2021,2021.0,2021-11-16,,
P1_2021,2021.0,2021-11-12,12.0,12.0
O16_2021,2021.0,2021-04-27,6.130000000000001,6.15
R46_2021,2021.0,2021-11-25,2.8225,2.825
R28_2021,2021.0,2021-11-23,3.19,3.2
R15_2021,2021.0,2021-04-20,0.044,0.045
R4_2021,2021.0,2021-03-30,10.9,11.0
Q51_2021,2021.0,2021-11-09,5.625,5.65
Q34_2021,2021.0,2021-05-10,0.299,0.3
Q20_2021,2021.0,2021-05-05,4.286666666666666,4.3
P55_2021,2021.0,2021-09-22,0.0298333333333333,0.0309999999999999
P32_2021,2021.0,2021-11-18,4.366666666666666,4.366666666666666
P16_2021,2021.0,2021-11-16,2.7533333333333334,2.9000000000000004
O66_2021,2021.0,2021-04-28,0.7626666666666666,0.7666666666666666
O15_2021,2021.0,2021-04-27,4.79,4.800000000000001
R45_2021,2021.0,2021-11-28,6.97,7.0
R26_2021,2021.0,2021-11-23,1.0336666666666667,1.0366666666666666
R14_2021,2021.0,2021-10-15,8.956666666666665,8.966666666666667
R2_2021,2021.0,2021-03-30,0.5790000000000001,0.5800000000000001
Q48_2021,2021.0,2021-11-10,6.390000000000001,6.400000000000001
Q33_2021,2021.0,2021-05-10,4.3375,4.35
Q19_2021,2021.0,2021-04-30,4.53,4.6
P52_2021,2021.0,2021-09-22,0.5233333333333333,0.5333333333333333
P28_2021,2021.0,2021-11-18,6.04,6.075
P14_2021,2021.0,2021-11-16,5.153333333333333,5.2
O64_2021,2021.0,2021-04-28,0.129,0.13
O14_2021,2021.0,2021-04-26,4.165,4.199999999999999
R44_2021,2021.0,2021-11-29,4.0,4.0
R24_2021,2021.0,2021-11-23,12.9,13.0
R12_2021,2021.0,2021-03-30,0.148,0.149
R1_2021,2021.0,2021-03-29,2.48,2.5
Q47_2021,2021.0,2021-11-09,10.176666666666668,10.266666666666667
Q29_2021,2021.0,2021-05-10,0.0352568082788671,0.0362582564241766
Q15_2021,2021.0,2021-04-30,3.0,3.0
P51_2021,2021.0,2021-09-22,0.4803333333333333,0.4833333333333333
P27_2021,2021.0,2021-11-18,5.8975,5.924999999999999
P13_2021,2021.0,2021-11-16,7.673333333333332,7.7
O63_2021,2021.0,2021-04-28,1.79,1.8
O13_2021,2021.0,2021-04-26,0.219,0.22
R41_2021,2021.0,2021-11-26,7.09,7.1
R23_2021,2021.0,2021-04-19,5.6025,5.625
R11_2021,2021.0,2021-03-30,0.0595,0.0605
Q65_2021,2021.0,2021-11-08,5.099259951749096,5.111831523924407
Q45_2021,2021.0,2021-11-10,1.74,1.75
Q28_2021,2021.0,2021-05-10,12.333333333333334,12.333333333333334
Q7_2021,2021.0,2021-04-30,0.979,0.99
P50_2021,2021.0,2021-09-22,0.6665,0.67
P26_2021,2021.0,2021-11-17,0.879,0.88
P12_2021,2021.0,2021-11-16,0.95,1.0666666666666669
O61_2021,2021.0,2021-04-28,9.255,9.35
O11_2021,2021.0,2021-04-27,3.2150000000000003,3.25
R40_2021,2021.0,2021-11-29,0.936,0.9366666666666666
R21_2021,2021.0,2021-03-24,3.4600000000000004,3.466666666666667
R9_2021,2021.0,2021-03-30,9.983333333333333,10.2
Q64_2021,2021.0,2021-11-08,5.456666666666667,5.466666666666666
Q42_2021,2021.0,2021-11-09,,
Q26_2021,2021.0,2021-05-06,7.890000000000001,7.95
P62_2021,2021.0,2021-09-22,7.855,7.874999999999999
P46_2021,2021.0,2021-09-22,4.89,4.9
P22_2021,2021.0,2021-11-17,12.766666666666666,13.0
P11_2021,2021.0,2021-11-16,6.925000000000001,6.975
O42_2021,2021.0,2021-04-27,6.666666666666667,6.666666666666667
O9_2021,2021.0,2021-04-26,8.675,8.675
N52_2021,2021.0,2021-04-22,3.693333333333333,3.7000000000000006
N33_2021,2021.0,2021-04-23,4.8825,4.9
N13_2021,2021.0,2021-10-18,2.29,2.3
M64_2021,2021.0,2021-04-18,2.35,2.35
M24_2021,2021.0,2021-04-20,2.0625,2.075
L63_2021,2021.0,2021-10-15,4.36,4.433333333333334
L44_2021,2021.0,2021-10-14,9.203333333333331,9.233333333333333
L31_2021,2021.0,2021-03-26,,
L21_2021,2021.0,2021-03-25,2.233333333333333,2.233333333333333
L13_2021,2021.0,2021-03-24,1.4756666666666665,1.4766666666666666
L4_2021,2021.0,2021-03-24,0.6539999999999999,0.655
O6_2021,2021.0,2021-04-27,1.5666666666666669,1.5666666666666669
N50_2021,2021.0,2021-04-23,8.19,8.2
N30_2021,2021.0,2021-03-24,0.6456666666666666,0.6466666666666666
N11_2021,2021.0,2021-10-17,1.3845999999999998,1.404
M63_2021,2021.0,2021-04-19,3.4650000000000003,3.475
M22_2021,2021.0,2021-04-21,2.24,2.25
L55_2021,2021.0,2021-10-15,1.69,1.7
L43_2021,2021.0,2021-10-14,1.0685,1.08
L30_2021,2021.0,2021-03-26,2.3233333333333337,2.333333333333333
L20_2021,2021.0,2021-03-25,1.251,1.2666666666666666
L11_2021,2021.0,2021-03-24,4.573333333333333,4.633333333333334
L3_2021,2021.0,2021-03-23,,
O5_2021,2021.0,2021-04-27,7.04,7.1
N48_2021,2021.0,2021-04-23,0.65475,0.6575
N29_2021,2021.0,2021-10-19,4.2865,4.2975
N8_2021,2021.0,2021-10-18,0.4686666666666666,0.4733333333333333
M60_2021,2021.0,2021-04-20,0.706,0.73
M20_2021,2021.0,2021-04-22,3.925,3.925
L53_2021,2021.0,2021-10-14,6.664999999999999,6.7
L38_2021,2021.0,2021-10-12,1.286,1.2866666666666666
L27_2021,2021.0,2021-03-23,0.2640132689987935,0.2724420318992089
L19_2021,2021.0,2021-03-25,3.023333333333333,3.033333333333333
L10_2021,2021.0,2021-03-24,8.176666666666668,8.200000000000001
L2_2021,2021.0,2021-03-24,0.628,0.63
O4_2021,2021.0,2021-04-27,7.64,7.7
N46_2021,2021.0,2021-04-16,5.3775,5.4
N21_2021,2021.0,2021-10-19,10.56,10.6
N7_2021,2021.0,2021-10-18,3.75,3.8
M55_2021,2021.0,2021-04-19,3.15,3.15
M17_2021,2021.0,2021-04-21,5.3775,5.425000000000001
L51_2021,2021.0,2021-10-14,,
L37_2021,2021.0,2021-10-13,9.473333333333333,9.5
L26_2021,2021.0,2021-03-25,17.1,17.5
L18_2021,2021.0,2021-03-25,0.3874999999999999,0.39
L9_2021,2021.0,2021-03-24,12.406666666666666,12.5
L1_2021,2021.0,2021-03-24,,
N61_2021,2021.0,2021-04-26,1.6,1.6
N45_2021,2021.0,2021-04-22,2.325,2.325
N19_2021,2021.0,2021-10-19,3.1,3.1
N4_2021,2021.0,2021-10-17,6.12,6.133333333333333
M49_2021,2021.0,2021-04-19,6.975,7.0
M12_2021,2021.0,2021-04-20,0.4115,0.4125
L48_2021,2021.0,2021-10-14,0.8786666666666667,0.88
L36_2021,2021.0,2021-10-13,9.266666666666667,9.266666666666667
L25_2021,2021.0,2021-03-25,7.2875,7.325
L17_2021,2021.0,2021-03-25,8.366666666666665,8.4
L8_2021,2021.0,2021-03-24,0.8626666666666667,0.8666666666666667
K66_2021,2021.0,2021-03-24,2.1566666666666667,2.1666666666666665
N59_2021,2021.0,2021-04-26,7.25,7.3
N44_2021,2021.0,2021-04-22,5.155,5.2
N18_2021,2021.0,2021-10-18,1.2,1.2
N2_2021,2021.0,2021-10-18,0.4865,0.4875
M46_2021,2021.0,2021-04-19,0.5935000000000001,0.6
M11_2021,2021.0,2021-04-21,2.025,2.025
L47_2021,2021.0,2021-10-14,8.08,8.4
L35_2021,2021.0,2021-03-26,0.149,0.15
L24_2021,2021.0,2021-03-25,6.95,6.966666666666666
L16_2021,2021.0,2021-03-22,9.086666666666666,9.1
L7_2021,2021.0,2021-03-24,0.0130090777051561,0.0140110085655687
K65_2021,2021.0,2021-03-23,,
N56_2021,2021.0,2021-04-23,1.106,1.11
N42_2021,2021.0,2021-04-22,4.577500000000001,4.625
N17_2021,2021.0,2021-10-18,1.49,1.5
M66_2021,2021.0,2021-04-20,2.486666666666667,2.5
M40_2021,2021.0,2021-04-19,0.3565,0.3575
L65_2021,2021.0,2021-10-15,3.7,3.7
L46_2021,2021.0,2021-10-14,0.521,0.525
L33_2021,2021.0,2021-03-26,0.1389999999999999,0.1399999999999999
L23_2021,2021.0,2021-03-25,5.135,5.15
L15_2021,2021.0,2021-03-25,1.0543333333333331,1.0566666666666666
L6_2021,2021.0,2021-03-24,0.936,0.94
K64_2021,2021.0,2021-03-23,1.1016666666666666,1.106666666666667
N55_2021,2021.0,2021-04-23,6.790000000000001,6.8
N41_2021,2021.0,2021-04-26,0.239,0.24
N16_2021,2021.0,2021-10-18,0.1405,0.145
M65_2021,2021.0,2021-04-20,0.259,0.26
M38_2021,2021.0,2021-04-19,1.073,1.0750000000000002
L64_2021,2021.0,2021-10-15,0.50625,0.5449999999999999
L45_2021,2021.0,2021-10-14,8.075,8.225
L32_2021,2021.0,2021-03-26,0.4126666666666667,0.4166666666666667
L22_2021,2021.0,2021-03-25,0.0215136165577342,0.0225165128483532
L14_2021,2021.0,2021-03-24,0.229,0.23
L5_2021,2021.0,2021-03-24,6.516666666666667,6.566666666666666
K63_2021,2021.0,2021-03-23,,
K55_2021,2021.0,2021-03-23,6.039999999999999,6.1000000000000005
K47_2021,2021.0,2021-03-22,1.65,1.65
K39_2021,2021.0,2021-03-22,12.133333333333333,12.133333333333333
K24_2021,2021.0,2021-09-06,0.2836666666666667,0.2866666666666666
K13_2021,2021.0,2021-09-07,3.15525,3.2
J63_2021,2021.0,2021-03-30,12.495,12.5
J38_2021,2021.0,2021-09-02,5.619999999999999,5.7
J27_2021,2021.0,2021-03-31,0.6200000000000001,0.6266666666666666
J8_2021,2021.0,2021-09-08,0.4013333333333333,0.4133333333333334
I55_2021,2021.0,2021-10-10,1.2845,1.3359157619622035
I34_2021,2021.0,2021-10-07,0.14475,0.14575
K62_2021,2021.0,2021-03-23,6.926666666666667,6.933333333333333
K54_2021,2021.0,2021-03-22,3.333333333333333,3.333333333333333
K46_2021,2021.0,2021-03-24,11.983333333333334,12.0
K38_2021,2021.0,2021-03-22,3.49,3.5
K22_2021,2021.0,2021-09-06,0.2035,0.2302472858866101
K12_2021,2021.0,2021-09-06,5.475,5.550000000000001
J62_2021,2021.0,2021-03-30,6.015000000000001,6.05
J37_2021,2021.0,2021-09-02,0.51,0.52
J24_2021,2021.0,2021-09-16,0.80175,0.8350000000000001
J7_2021,2021.0,2021-09-09,3.895,3.925
I54_2021,2021.0,2021-10-08,6.615,6.625
I33_2021,2021.0,2021-10-07,0.738,0.74
K61_2021,2021.0,2021-03-23,4.966666666666666,5.0
K53_2021,2021.0,2021-03-22,0.0605,0.0615
K45_2021,2021.0,2021-03-22,0.1823333333333333,0.1833333333333333
K37_2021,2021.0,2021-03-22,8.453333333333333,8.466666666666667
K21_2021,2021.0,2021-09-06,5.5075,5.575
J61_2021,2021.0,2021-03-26,6.0,6.1
J36_2021,2021.0,2021-09-02,3.97,3.975
J23_2021,2021.0,2021-09-09,8.296666666666667,8.366666666666667
J6_2021,2021.0,2021-09-10,2.835,2.85
I53_2021,2021.0,2021-10-08,4.378333333333333,4.406666666666666
